name,sku,attribute_set,type,weight,model_0,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,manufacturer_name,equipment_type,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,category_ids,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery
HDS 4.8/30 Ec ST LP,hds_ec_st_lp_30_4,default,simple,,HDS 4.8/30 Ec ST LP,,1.109-779.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.8,3000,,,885,,KT6035R,,,15,,,,,10,1160,,460V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Ec ST LP,8195,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Ef ST LP,hds_ef_st_lp_30_48,default,simple,,HDS 4.8/30 Ef ST LP,,1.109-780.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.8,3000,,,885,,KT6035R,,,14,,,,,10,1160,,575V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Ef ST LP,8395,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Eg ST LP,hds_eg_st_lp_30_48,default,simple,,HDS 4.8/30 Eg ST LP,,1.109-781.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.8,3000,,,885,,KT6035R,,,49,,,,,10,1160,,208V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Eg ST LP,8395,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Eh ST LP,hds_eh_st_lp_30_48,default,simple,,HDS 4.8/30 Eh ST LP,,1.109-782.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,4.8,3000,,,885,,KT6035R,,,32,,,,,10,1160,,208V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Eh ST LP,8395,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Ea ST LP,hds_ea_st_lp_23,default,simple,,HDS 5.0/23 Ea ST LP,,1.109-771.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,2300,,,856,,KT6035R,,,36,,,,,8.2,1200,,230V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Ea ST LP,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Eb ST LP,hds_eb_st_lp_23,default,simple,,HDS 5.0/23 Eb ST LP,,1.109-772.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,2300,,,856,,KT6035R,,,25,,,,,8.2,1200,,230V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Eb ST LP,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Ec ST LP,hds_ec_st_lp_23,default,simple,,HDS 5.0/23 Ec ST LP,,1.109-773.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,2300,,,856,,KT6035R,,,15,,,,,8.2,1200,,460V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Ec ST LP,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Ef ST LP,hds_ef_st_lp_23,default,simple,,HDS 5.0/23 Ef ST LP,,1.109-774.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,2300,,,856,,KT6035R,,,14,,,,,8.2,1200,,575V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Ef ST LP,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/22 Eg ST LP,hds_eg_st_lp_22_5,default,simple,,HDS 5.0/22 Eg ST LP,,1.109-775.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,2200,,,856,,KT6035R,,,38,,,,,8.2,1200,,208V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/22 Eg ST LP,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 5.0/23 Eh ST LP,hds_eh_st_lp_23,default,simple,,HDS 5.0/23 Eh ST LP,,1.109-776.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,5,2300,,,856,,KT6035R,,,27,,,,,8.2,1200,,208V,,,439000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.0/23 Eh ST LP,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Eb ST NG,hds_eb_st_ng_32,default,simple,,HDS 6.3/32 Eb ST NG,,1.109-744.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,6.3,3200,,,1825,,KT6035R,,,39,,,,,15,1525,,230V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Eb ST NG,10295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Ec ST NG,hds_ec_st_ng_32,default,simple,,HDS 6.3/32 Ec ST NG,,1.109-745.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,6.3,3200,,,1825,,KX9536R,,,19,,,,,15,1525,,460V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Ec ST NG,10295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Ef ST NG,hds_ef_st_ng_32_63,default,simple,,HDS 6.3/32 Ef ST NG,,1.109-746.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,6.3,3200,,,1825,,KX9536R,,,18,,,,,15,1525,,575V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Ef ST NG,10495,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Eh ST NG,hds_eh_st_ng_32,default,simple,,HDS 6.3/32 Eh ST NG,,1.109-747.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,6.3,3200,,,1825,,KX9536R,,,39,,,,,15,1525,,208V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Eh ST NG,10495,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Eb ST NG,hds_eb_st_ng_32_8,default,simple,,HDS 8.0/32 Eb ST NG,,1.109-748.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,8,3200,,,1840,,KX9536R,,,46,,,,,20,1458,,230V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Eb ST NG,11895,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Ec ST NG,hds_ec_st_ng_32_8,default,simple,,HDS 8.0/32 Ec ST NG,,1.109-749.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,8,3200,,,1840,,KX1036R,,,26,,,,,20,1458,,460V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Ec ST NG,11895,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Ef ST NG,hds_ef_st_ng_32_8,default,simple,,HDS 8.0/32 Ef ST NG,,1.109-750.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,8,3200,,,1840,,KX1036R,,,26,,,,,20,1458,,575V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Ef ST NG,11995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Eh ST NG,hds_eh_st_ng_32_8,default,simple,,HDS 8.0/32 Eh ST NG,,1.109-751.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,8,3200,,,1840,,KX1036R,,,52,,,,,20,1458,,208V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Eh ST NG,11995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Eb ST NG,hds_eb_st_ng_30_95,default,simple,,HDS 9.5/30 Eb ST NG,,1.109-752.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,9.5,3000,,,1910,,KX1036R,,,52,,,,,20,1650,,230V,,,816000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Eb ST NG,12795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Ec ST NG,hds_30_ec_st_ng,default,simple,,HDS 9.5/30 Ec ST NG,,1.109-753.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,9.5,3000,,,1910,,KT6035R,,,26,,,,,20,1650,,460V,,,816000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Ec ST NG,12795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Ef ST NG,hds_30_ef_st_ng,default,simple,,HDS 9.5/30 Ef ST NG,,1.109-754.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,9.5,3000,,,1910,,KT6035R,,,26,,,,,20,1650,,575V,,,816000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Ef ST NG,12995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Eh ST NG,hds_eh_st_ng_30_95,default,simple,,HDS 9.5/30 Eh ST NG,,1.109-755.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,9.5,3000,,,1910,,KT6035R,,,52,,,,,20,1650,,208V,,,816000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Eh ST NG,12995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
