name,sku,attribute_set,type,weight,model_0,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,manufacturer_name,equipment_type,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,category_ids,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery
HDS 2.6/30 P Cage,hds_p_cage_30_2,default,simple,,HDS 2.6/30 P Cage,,1.575-550.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,2.6,3000,,,500,,Kärcher KS,,270,,Recoil,3ph,,Honda GX270,,,,,,https://www.youtube.com/embed/6srMMdwlQPo,,12V DC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgSlpkQkhQdUhYWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 2.6/30 P Cage,6279,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HDS2.5-25p cage-M-0410-sm-01.jpg,HDS2.5-25p cage-M-0410-sm-01.jpg,HDS2.5-25p cage-M-0410-sm-01.jpg,
HDS 3.5/30 P Cage,hds_p_cage_30_3,default,simple,,HDS 3.5/30 P Cage,,1.575-551.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,3000,,,550,,KD4020R,,389,,Recoil,3ph,,Honda GX340,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,12V DC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgSlpkQkhQdUhYWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 P Cage,6679,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HDS2.5-25p cage-M-0410-sm-01 (1).jpg,HDS2.5-25p cage-M-0410-sm-01 (1).jpg,HDS2.5-25p cage-M-0410-sm-01 (1).jpg,
HDS 3.5/30 Pe Cage,hds_pe_cage_30,default,simple,,HDS 3.5/30 Pe Cage,,1.575-552.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,3000,,,560,,KM4035R,,389,,Electric,3ph,,Honda GX340,,,,,,https://www.youtube.com/embed/6srMMdwlQPo,,12V DC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgSlpkQkhQdUhYWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 Pe Cage,7149,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HDS2.5-25p cage-M-0410-sm-01 (2).jpg,HDS2.5-25p cage-M-0410-sm-01 (2).jpg,HDS2.5-25p cage-M-0410-sm-01 (2).jpg,
HDS 3.5/35 Pe Cage,hds_pe_cage_35,default,simple,,HDS 3.5/35 Pe Cage,,1.575-553.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,3500,,,595,,KM4035R,,389,,Electric,3ph,,Honda GX390,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,12V DC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgSlpkQkhQdUhYWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/35 Pe Cage,7399,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HDS2.5-25p cage-M-0410-sm-01 (3).jpg,HDS2.5-25p cage-M-0410-sm-01 (3).jpg,HDS2.5-25p cage-M-0410-sm-01 (3).jpg,
HDS 3.5/20 Ea ST NG,hds_ea_st_ng_20,default,simple,,HDS 3.5/20 Ea ST NG,,1.109-715.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.5,2000,,,815,,KM4035R,,,25,,3ph,,,5,1350,,230V,,https://www.youtube.com/embed/6srMMdwlQPo,320000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/20 Ea ST NG,5995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HDS2.5-25p cage-M-0410-sm-01 (4).jpg,HDS2.5-25p cage-M-0410-sm-01 (4).jpg,HDS2.5-25p cage-M-0410-sm-01 (4).jpg,
HDS 4.0/22 Ea ST NG,hds_ea_st_ng_22,default,simple,,HDS 4.0/22 Ea ST NG,,1.109-716.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4,2200,,,843,,KM4035R,,,29,,3ph,,,6.2,1250,,230V,,https://www.youtube.com/embed/EU4W728B-3o,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Ea ST NG,6795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01.jpg,NG_Classic-01.jpg,NG_Classic-01.jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Eb ST NG,hds_eb_st_ng_22,default,simple,,HDS 4.0/22 Eb ST NG,,1.109-717.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4,2200,,,843,,KM4035R,,,16,,3ph,,,6.2,1250,,230V,,https://www.youtube.com/embed/6srMMdwlQPo,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Eb ST NG,6795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (1).jpg,NG_Classic-01 (1).jpg,NG_Classic-01 (1).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Ec ST NG,hds_ec_st_ng_22,default,simple,,HDS 4.0/22 Ec ST NG,,1.109-718.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4,2200,,,843,,KM4035R,,,7,,3ph,,,6.2,1250,,460V,,https://www.youtube.com/embed/EU4W728B-3o,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Ec ST NG,6795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (2).jpg,NG_Classic-01 (2).jpg,NG_Classic-01 (2).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Ef ST NG,hds_ef_st_ng_22,default,simple,,HDS 4.0/22 Ef ST NG,,1.109-719.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4,2200,,,843,,KM4035R,,,6.5,,,,,6.2,1250,,575V,,https://www.youtube.com/embed/6srMMdwlQPo,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Ef ST NG,6995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (3).jpg,NG_Classic-01 (3).jpg,NG_Classic-01 (3).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Eg ST NG,hds_eg_st_ng_22,default,simple,,HDS 4.0/22 Eg ST NG,,1.109-720.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4,2200,,,843,,KM4035R,,,30,,,,,6.2,1250,,208V,,https://www.youtube.com/embed/EU4W728B-3o,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Eg ST NG,6995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (4).jpg,NG_Classic-01 (4).jpg,NG_Classic-01 (4).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.0/22 Eh ST NG,hds_eh_st_ng_22,default,simple,,HDS 4.0/22 Eh ST NG,,1.109-721.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4,2200,,,843,,KM4035R,,,18,,,,,6.2,1250,,208V,,https://www.youtube.com/embed/6srMMdwlQPo,364000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.0/22 Eh ST NG,6995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (5).jpg,NG_Classic-01 (5).jpg,NG_Classic-01 (5).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Ea ST NG,hds_ea_st_ng_30,default,simple,,HDS 3.9/30 Ea ST NG,,1.109-723.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.9,3000,,,856,,KM4035R,,,36,,,,,8.2,1225,,230V,,https://www.youtube.com/embed/EU4W728B-3o,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Ea ST NG,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (6).jpg,NG_Classic-01 (6).jpg,NG_Classic-01 (6).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Eb ST NG,hds_eb_st_ng_30,default,simple,,HDS 3.9/30 Eb ST NG,,1.109-724.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.9,3000,,,856,,KM4035R,,,25,,,,,8.2,1225,,230V,,https://www.youtube.com/embed/6srMMdwlQPo,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Eb ST NG,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (7).jpg,NG_Classic-01 (7).jpg,NG_Classic-01 (7).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Ec ST NG,hds_ec_st_ng_30,default,simple,,HDS 3.9/30 Ec ST NG,,1.109-725.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.9,3000,,,856,,KM4035R,,,15,,,,,8.2,1225,,460V,,https://www.youtube.com/embed/EU4W728B-3o,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Ec ST NG,7095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (8).jpg,NG_Classic-01 (8).jpg,NG_Classic-01 (8).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Ef ST NG,hds_ef_st_ng_30,default,simple,,HDS 3.9/30 Ef ST NG,,1.109-726.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.9,3000,,,856,,KT6035R,,,14,,,,,8.2,1225,,575V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Ef ST NG,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (9).jpg,NG_Classic-01 (9).jpg,NG_Classic-01 (9).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Eg ST NG,hds_eg_st_ng_30,default,simple,,HDS 3.9/30 Eg ST NG,,1.109-727.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.9,3000,,,856,,KT6035R,,,38,,,,,8.2,1225,,208V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Eg ST NG,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (10).jpg,NG_Classic-01 (10).jpg,NG_Classic-01 (10).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/30 Eh ST NG,hds_eh_st_ng_30,default,simple,,HDS 3.9/30 Eh ST NG,,1.109-728.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,3.9,3000,,,856,,KT6035R,,,27,,,,,8.2,1225,,208V,,,354000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Eh ST NG,7295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (11).jpg,NG_Classic-01 (11).jpg,NG_Classic-01 (11).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Ea ST NG,hds_ea_st_ng_30,default,simple,,HDS 4.8/30 Ea ST NG,,1.109-736.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.8,3000,,,885,,KT6035R,,,40,,,,,10,1160,,230V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Ea ST NG,8195,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (12).jpg,NG_Classic-01 (12).jpg,NG_Classic-01 (12).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Eb ST NG,hds_eb_st_ng_30,default,simple,,HDS 4.8/30 Eb ST NG,,1.109-737.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.8,3000,,,885,,KT6035R,,,26,,,,,10,1160,,230V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Eb ST NG,8195,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (13).jpg,NG_Classic-01 (13).jpg,NG_Classic-01 (13).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Ec ST NG,hds_ec_st_ng_30,default,simple,,HDS 4.8/30 Ec ST NG,,1.109-738.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.8,3000,,,885,,KT6035R,,,15,,,,,10,1160,,460V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Ec ST NG,8195,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (14).jpg,NG_Classic-01 (14).jpg,NG_Classic-01 (14).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Ef ST NG,hds_ef_st_ng_30,default,simple,,HDS 4.8/30 Ef ST NG,,1.109-739.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.8,3000,,,885,,KT6035R,,,14,,,,,10,1160,,575V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Ef ST NG,8395,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (15).jpg,NG_Classic-01 (15).jpg,NG_Classic-01 (15).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 4.8/30 Eg ST NG,hds_eg_st_ng_30,default,simple,,HDS 4.8/30 Eg ST NG,,1.109-740.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","Natural Gas Heated
",,4.8,3000,,,885,,KT6035R,,,49,,,,,10,1160,,208V,,,415000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Eg ST NG,8395,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (16).jpg,NG_Classic-01 (16).jpg,NG_Classic-01 (16).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
